0,3644,0.092901235,0.006481481,3.09E-04,3.09E-04,3.09E-04,3.09E-04,3.09E-04,3.09E-04,3.09E-04,3.09E-04,3.09E-04,0.006481481,0.012654321,3.09E-04,3.09E-04,3.09E-04,3.09E-04,3.09E-04,3.09E-04,3.09E-04,3.09E-04,3.09E-04,3.09E-04,3.09E-04,3.09E-04,3.09E-04,3.09E-04,3.09E-04,3.09E-04,3.09E-04,3.09E-04,3.09E-04,3.09E-04,0.179320988,0.006481481,3.09E-04,3.09E-04,3.09E-04,3.09E-04,3.09E-04,0.006481481,3.09E-04,3.09E-04,3.09E-04,3.09E-04,0.006481481,3.09E-04,0.062037037,3.09E-04,0.037345679,0.01882716,3.09E-04,3.09E-04,3.09E-04,0.092901235,3.09E-04,3.09E-04,3.09E-04,3.09E-04,3.09E-04,3.09E-04,3.09E-04,3.09E-04,3.09E-04,0.006481481,3.09E-04,3.09E-04,3.09E-04,3.09E-04,3.09E-04,3.09E-04,3.09E-04,3.09E-04,3.09E-04,3.09E-04,0.105246914,3.09E-04,3.09E-04,3.09E-04,3.09E-04,3.09E-04,0.006481481,3.09E-04,3.09E-04,3.09E-04,3.09E-04,3.09E-04,3.09E-04,3.09E-04,3.09E-04,3.09E-04,3.09E-04,3.09E-04,0.086728395,3.09E-04,0.068209877,3.09E-04,3.09E-04,0.173148148,3.09E-04
1,1053,2.38E-04,2.38E-04,2.38E-04,0.01452381,2.38E-04,2.38E-04,0.033571429,2.38E-04,0.005,2.38E-04,2.38E-04,2.38E-04,0.124047619,2.38E-04,2.38E-04,2.38E-04,2.38E-04,2.38E-04,2.38E-04,2.38E-04,2.38E-04,2.38E-04,2.38E-04,2.38E-04,2.38E-04,2.38E-04,2.38E-04,2.38E-04,2.38E-04,2.38E-04,2.38E-04,2.38E-04,2.38E-04,0.090714286,2.38E-04,2.38E-04,2.38E-04,0.009761905,2.38E-04,2.38E-04,0.066904762,2.38E-04,2.38E-04,2.38E-04,0.043095238,2.38E-04,2.38E-04,0.019285714,2.38E-04,2.38E-04,2.38E-04,2.38E-04,2.38E-04,0.005,2.38E-04,2.38E-04,0.005,2.38E-04,2.38E-04,2.38E-04,2.38E-04,2.38E-04,2.38E-04,2.38E-04,2.38E-04,2.38E-04,2.38E-04,2.38E-04,2.38E-04,2.38E-04,0.005,2.38E-04,0.005,2.38E-04,2.38E-04,0.209761905,2.38E-04,2.38E-04,2.38E-04,2.38E-04,2.38E-04,2.38E-04,2.38E-04,2.38E-04,2.38E-04,0.005,2.38E-04,2.38E-04,2.38E-04,0.005,0.005,2.38E-04,0.01452381,0.085952381,2.38E-04,0.119285714,2.38E-04,2.38E-04,0.109761905,2.38E-04
2,2228,0.127312139,1.45E-04,1.45E-04,1.45E-04,0.05216763,1.45E-04,1.45E-04,0.003034682,1.45E-04,1.45E-04,1.45E-04,1.45E-04,1.45E-04,1.45E-04,0.005924855,0.17066474,1.45E-04,1.45E-04,1.45E-04,1.45E-04,1.45E-04,1.45E-04,1.45E-04,1.45E-04,1.45E-04,1.45E-04,1.45E-04,1.45E-04,1.45E-04,1.45E-04,1.45E-04,0.014595376,1.45E-04,1.45E-04,0.029046243,1.45E-04,1.45E-04,1.45E-04,0.011705202,1.45E-04,0.049277457,1.45E-04,1.45E-04,1.45E-04,1.45E-04,1.45E-04,1.45E-04,1.45E-04,1.45E-04,1.45E-04,1.45E-04,1.45E-04,1.45E-04,1.45E-04,1.45E-04,1.45E-04,0.003034682,1.45E-04,1.45E-04,1.45E-04,1.45E-04,1.45E-04,1.45E-04,1.45E-04,0.06083815,0.003034682,1.45E-04,1.45E-04,1.45E-04,0.008815029,1.45E-04,1.45E-04,1.45E-04,1.45E-04,1.45E-04,1.45E-04,1.45E-04,0.008815029,1.45E-04,1.45E-04,1.45E-04,1.45E-04,1.45E-04,1.45E-04,1.45E-04,1.45E-04,1.45E-04,1.45E-04,1.45E-04,1.45E-04,1.45E-04,1.45E-04,1.45E-04,0.439450867,1.45E-04,1.45E-04,1.45E-04,1.45E-04,1.45E-04,1.45E-04
3,3136,1.90E-04,1.90E-04,1.90E-04,1.90E-04,1.90E-04,0.030608365,1.90E-04,0.011596958,1.90E-04,0.007794677,1.90E-04,1.90E-04,1.90E-04,1.90E-04,1.90E-04,1.90E-04,1.90E-04,1.90E-04,1.90E-04,1.90E-04,1.90E-04,1.90E-04,0.087642586,1.90E-04,1.90E-04,1.90E-04,1.90E-04,1.90E-04,1.90E-04,0.346197719,1.90E-04,1.90E-04,1.90E-04,1.90E-04,0.030608365,1.90E-04,1.90E-04,1.90E-04,0.09904943,1.90E-04,0.019201521,1.90E-04,1.90E-04,1.90E-04,1.90E-04,1.90E-04,1.90E-04,1.90E-04,1.90E-04,1.90E-04,1.90E-04,1.90E-04,1.90E-04,1.90E-04,0.01539924,1.90E-04,1.90E-04,1.90E-04,1.90E-04,1.90E-04,1.90E-04,1.90E-04,1.90E-04,1.90E-04,1.90E-04,1.90E-04,1.90E-04,1.90E-04,1.90E-04,1.90E-04,1.90E-04,1.90E-04,1.90E-04,1.90E-04,1.90E-04,1.90E-04,1.90E-04,1.90E-04,1.90E-04,1.90E-04,1.90E-04,1.90E-04,1.90E-04,0.003992395,1.90E-04,1.90E-04,1.90E-04,1.90E-04,1.90E-04,1.90E-04,1.90E-04,1.90E-04,0.011596958,0.209315589,0.003992395,0.106653992,1.90E-04,1.90E-04,1.90E-04,1.90E-04
4,1721,0.150990854,7.62E-05,7.62E-05,7.62E-05,7.62E-05,0.003125,7.62E-05,7.62E-05,7.62E-05,7.62E-05,7.62E-05,7.62E-05,7.62E-05,7.62E-05,7.62E-05,7.62E-05,0.00160061,7.62E-05,7.62E-05,7.62E-05,7.62E-05,7.62E-05,7.62E-05,7.62E-05,7.62E-05,0.327820122,7.62E-05,7.62E-05,7.62E-05,7.62E-05,7.62E-05,7.62E-05,7.62E-05,0.090015244,7.62E-05,7.62E-05,7.62E-05,0.003125,0.016844512,7.62E-05,0.009222561,0.00160061,7.62E-05,7.62E-05,0.003125,7.62E-05,7.62E-05,7.62E-05,7.62E-05,7.62E-05,7.62E-05,0.024466463,0.00160061,7.62E-05,7.62E-05,7.62E-05,7.62E-05,7.62E-05,7.62E-05,0.003125,0.025990854,7.62E-05,7.62E-05,7.62E-05,7.62E-05,7.62E-05,7.62E-05,7.62E-05,7.62E-05,7.62E-05,7.62E-05,7.62E-05,0.00160061,7.62E-05,7.62E-05,7.62E-05,7.62E-05,7.62E-05,7.62E-05,0.00617378,7.62E-05,7.62E-05,7.62E-05,0.022942073,7.62E-05,7.62E-05,7.62E-05,7.62E-05,7.62E-05,7.62E-05,7.62E-05,7.62E-05,0.061051829,0.122027439,7.62E-05,0.053429878,7.62E-05,7.62E-05,0.06410061,7.62E-05
5,1047,3.01E-04,3.01E-04,0.012349398,3.01E-04,3.01E-04,3.01E-04,3.01E-04,3.01E-04,0.199096386,3.01E-04,3.01E-04,3.01E-04,0.04246988,3.01E-04,3.01E-04,3.01E-04,3.01E-04,3.01E-04,0.006325301,3.01E-04,0.006325301,3.01E-04,0.072590361,3.01E-04,0.02439759,3.01E-04,3.01E-04,3.01E-04,3.01E-04,3.01E-04,3.01E-04,3.01E-04,3.01E-04,3.01E-04,3.01E-04,3.01E-04,3.01E-04,3.01E-04,3.01E-04,3.01E-04,3.01E-04,3.01E-04,3.01E-04,3.01E-04,3.01E-04,3.01E-04,3.01E-04,3.01E-04,3.01E-04,3.01E-04,3.01E-04,3.01E-04,0.006325301,3.01E-04,0.066566265,0.006325301,3.01E-04,0.006325301,3.01E-04,3.01E-04,3.01E-04,3.01E-04,3.01E-04,3.01E-04,3.01E-04,3.01E-04,3.01E-04,3.01E-04,0.02439759,3.01E-04,3.01E-04,3.01E-04,3.01E-04,3.01E-04,0.006325301,3.01E-04,3.01E-04,0.060542169,3.01E-04,0.048493976,0.006325301,0.036445783,3.01E-04,3.01E-04,3.01E-04,0.02439759,3.01E-04,3.01E-04,3.01E-04,0.012349398,3.01E-04,3.01E-04,3.01E-04,0.301506024,0.006325301,3.01E-04,3.01E-04,3.01E-04,3.01E-04,3.01E-04
6,3650,1.18E-04,1.18E-04,1.18E-04,1.18E-04,1.18E-04,1.18E-04,1.18E-04,1.18E-04,1.18E-04,1.18E-04,1.18E-04,1.18E-04,1.18E-04,1.18E-04,1.18E-04,1.18E-04,0.002476415,1.18E-04,1.18E-04,1.18E-04,0.002476415,1.18E-04,1.18E-04,0.004834906,1.18E-04,1.18E-04,1.18E-04,0.087382075,1.18E-04,0.002476415,1.18E-04,1.18E-04,1.18E-04,1.18E-04,1.18E-04,1.18E-04,1.18E-04,1.18E-04,1.18E-04,1.18E-04,1.18E-04,1.18E-04,1.18E-04,1.18E-04,1.18E-04,1.18E-04,1.18E-04,0.009551887,1.18E-04,1.18E-04,1.18E-04,1.18E-04,1.18E-04,1.18E-04,1.18E-04,1.18E-04,1.18E-04,1.18E-04,1.18E-04,1.18E-04,1.18E-04,1.18E-04,1.18E-04,1.18E-04,0.103891509,1.18E-04,1.18E-04,0.002476415,1.18E-04,0.011910377,1.18E-04,1.18E-04,1.18E-04,0.304363208,1.18E-04,1.18E-04,1.18E-04,1.18E-04,1.18E-04,0.002476415,1.18E-04,1.18E-04,1.18E-04,1.18E-04,1.18E-04,1.18E-04,1.18E-04,1.18E-04,1.18E-04,1.18E-04,0.096816038,1.18E-04,1.18E-04,0.118042453,1.18E-04,0.240683962,1.18E-04,1.18E-04,1.18E-04,1.18E-04
7,2200,6.17E-04,6.17E-04,6.17E-04,6.17E-04,6.17E-04,6.17E-04,6.17E-04,6.17E-04,0.037654321,6.17E-04,6.17E-04,6.17E-04,6.17E-04,6.17E-04,6.17E-04,6.17E-04,6.17E-04,6.17E-04,6.17E-04,6.17E-04,6.17E-04,6.17E-04,0.012962963,6.17E-04,6.17E-04,0.074691358,6.17E-04,6.17E-04,6.17E-04,6.17E-04,6.17E-04,6.17E-04,6.17E-04,6.17E-04,6.17E-04,0.012962963,6.17E-04,6.17E-04,6.17E-04,6.17E-04,0.087037037,6.17E-04,6.17E-04,6.17E-04,6.17E-04,6.17E-04,6.17E-04,6.17E-04,6.17E-04,6.17E-04,6.17E-04,6.17E-04,6.17E-04,6.17E-04,0.037654321,6.17E-04,6.17E-04,6.17E-04,6.17E-04,6.17E-04,6.17E-04,6.17E-04,6.17E-04,6.17E-04,6.17E-04,6.17E-04,6.17E-04,6.17E-04,6.17E-04,0.012962963,6.17E-04,6.17E-04,0.012962963,6.17E-04,6.17E-04,6.17E-04,6.17E-04,6.17E-04,6.17E-04,6.17E-04,6.17E-04,6.17E-04,0.05,6.17E-04,6.17E-04,6.17E-04,6.17E-04,6.17E-04,0.136419753,6.17E-04,6.17E-04,6.17E-04,6.17E-04,0.469753086,6.17E-04,6.17E-04,6.17E-04,6.17E-04,6.17E-04,6.17E-04
8,1709,0.007800512,1.28E-04,1.28E-04,1.28E-04,0.041048593,1.28E-04,1.28E-04,0.010358056,1.28E-04,1.28E-04,1.28E-04,1.28E-04,1.28E-04,1.28E-04,1.28E-04,1.28E-04,1.28E-04,1.28E-04,1.28E-04,1.28E-04,1.28E-04,1.28E-04,0.02826087,1.28E-04,1.28E-04,1.28E-04,0.018030691,1.28E-04,0.010358056,1.28E-04,1.28E-04,1.28E-04,0.266112532,0.053836317,1.28E-04,0.002685422,1.28E-04,1.28E-04,1.28E-04,1.28E-04,0.025703325,1.28E-04,1.28E-04,1.28E-04,1.28E-04,1.28E-04,1.28E-04,1.28E-04,1.28E-04,1.28E-04,1.28E-04,1.28E-04,1.28E-04,1.28E-04,0.038491049,1.28E-04,0.048721228,1.28E-04,1.28E-04,0.002685422,1.28E-04,1.28E-04,1.28E-04,0.002685422,1.28E-04,1.28E-04,1.28E-04,1.28E-04,1.28E-04,1.28E-04,1.28E-04,0.010358056,0.025703325,0.002685422,0.058951407,1.28E-04,1.28E-04,0.038491049,0.018030691,0.018030691,1.28E-04,1.28E-04,1.28E-04,0.048721228,1.28E-04,1.28E-04,1.28E-04,1.28E-04,1.28E-04,1.28E-04,1.28E-04,1.28E-04,1.28E-04,0.204731458,1.28E-04,1.28E-04,1.28E-04,1.28E-04,0.002685422,0.005242967
9,289,1.45E-04,1.45E-04,1.45E-04,1.45E-04,1.45E-04,1.45E-04,1.45E-04,0.096075581,1.45E-04,0.093168605,1.45E-04,1.45E-04,1.45E-04,1.45E-04,1.45E-04,1.45E-04,1.45E-04,1.45E-04,1.45E-04,1.45E-04,1.45E-04,1.45E-04,0.003052326,1.45E-04,1.45E-04,1.45E-04,1.45E-04,1.45E-04,1.45E-04,1.45E-04,1.45E-04,1.45E-04,0.005959302,1.45E-04,1.45E-04,0.017587209,0.005959302,1.45E-04,1.45E-04,1.45E-04,1.45E-04,1.45E-04,1.45E-04,1.45E-04,1.45E-04,1.45E-04,1.45E-04,0.037936047,1.45E-04,1.45E-04,1.45E-04,0.005959302,0.003052326,1.45E-04,1.45E-04,1.45E-04,1.45E-04,1.45E-04,1.45E-04,1.45E-04,1.45E-04,1.45E-04,0.017587209,1.45E-04,1.45E-04,1.45E-04,1.45E-04,1.45E-04,1.45E-04,1.45E-04,1.45E-04,1.45E-04,0.378052326,1.45E-04,1.45E-04,1.45E-04,1.45E-04,1.45E-04,1.45E-04,1.45E-04,1.45E-04,0.075726744,1.45E-04,1.45E-04,1.45E-04,1.45E-04,1.45E-04,1.45E-04,0.014680233,1.45E-04,1.45E-04,1.45E-04,0.040843023,0.098982558,0.014680233,0.078633721,1.45E-04,1.45E-04,1.45E-04,1.45E-04
10,2572,0.078131417,1.03E-04,1.03E-04,1.03E-04,1.03E-04,1.03E-04,1.03E-04,1.03E-04,1.03E-04,0.022689938,0.037063655,1.03E-04,1.03E-04,0.035010267,1.03E-04,1.03E-04,1.03E-04,1.03E-04,1.03E-04,1.03E-04,1.03E-04,1.03E-04,1.03E-04,1.03E-04,1.03E-04,1.03E-04,1.03E-04,0.02063655,1.03E-04,1.03E-04,1.03E-04,1.03E-04,1.03E-04,0.026796715,1.03E-04,1.03E-04,1.03E-04,1.03E-04,0.02063655,1.03E-04,0.086344969,1.03E-04,1.03E-04,1.03E-04,1.03E-04,1.03E-04,0.002156057,1.03E-04,0.002156057,1.03E-04,1.03E-04,1.03E-04,1.03E-04,1.03E-04,0.045277207,1.03E-04,1.03E-04,1.03E-04,1.03E-04,1.03E-04,1.03E-04,1.03E-04,1.03E-04,1.03E-04,0.047330595,0.297843943,1.03E-04,1.03E-04,1.03E-04,1.03E-04,1.03E-04,1.03E-04,1.03E-04,1.03E-04,1.03E-04,1.03E-04,1.03E-04,0.016529774,1.03E-04,0.016529774,1.03E-04,1.03E-04,1.03E-04,1.03E-04,1.03E-04,1.03E-04,1.03E-04,0.026796715,1.03E-04,1.03E-04,1.03E-04,1.03E-04,1.03E-04,0.135626283,1.03E-04,0.032956879,1.03E-04,1.03E-04,0.041170431,1.03E-04
11,504,0.104626866,1.49E-04,1.49E-04,0.003134328,1.49E-04,0.006119403,1.49E-04,1.49E-04,0.134477612,1.49E-04,1.49E-04,1.49E-04,1.49E-04,1.49E-04,1.49E-04,0.015074627,1.49E-04,1.49E-04,1.49E-04,1.49E-04,1.49E-04,1.49E-04,0.003134328,1.49E-04,1.49E-04,1.49E-04,1.49E-04,1.49E-04,1.49E-04,1.49E-04,1.49E-04,1.49E-04,1.49E-04,0.003134328,1.49E-04,1.49E-04,1.49E-04,1.49E-04,1.49E-04,1.49E-04,0.012089552,1.49E-04,1.49E-04,1.49E-04,1.49E-04,1.49E-04,1.49E-04,1.49E-04,1.49E-04,1.49E-04,1.49E-04,1.49E-04,1.49E-04,1.49E-04,1.49E-04,1.49E-04,1.49E-04,1.49E-04,1.49E-04,1.49E-04,1.49E-04,1.49E-04,1.49E-04,1.49E-04,0.071791045,1.49E-04,1.49E-04,1.49E-04,1.49E-04,1.49E-04,1.49E-04,1.49E-04,0.289701493,1.49E-04,1.49E-04,1.49E-04,1.49E-04,0.015074627,0.015074627,1.49E-04,1.49E-04,1.49E-04,1.49E-04,1.49E-04,1.49E-04,1.49E-04,1.49E-04,1.49E-04,1.49E-04,1.49E-04,1.49E-04,1.49E-04,0.006119403,0.30761194,1.49E-04,1.49E-04,1.49E-04,1.49E-04,1.49E-04,1.49E-04
12,1090,0.149148936,2.13E-04,2.13E-04,2.13E-04,2.13E-04,2.13E-04,2.13E-04,2.13E-04,2.13E-04,2.13E-04,2.13E-04,2.13E-04,2.13E-04,2.13E-04,0.004468085,2.13E-04,2.13E-04,2.13E-04,2.13E-04,2.13E-04,0.004468085,2.13E-04,0.13212766,2.13E-04,2.13E-04,2.13E-04,2.13E-04,2.13E-04,0.004468085,2.13E-04,2.13E-04,2.13E-04,2.13E-04,2.13E-04,2.13E-04,2.13E-04,2.13E-04,2.13E-04,2.13E-04,2.13E-04,0.17893617,0.004468085,2.13E-04,2.13E-04,2.13E-04,2.13E-04,2.13E-04,2.13E-04,2.13E-04,2.13E-04,2.13E-04,2.13E-04,2.13E-04,2.13E-04,2.13E-04,2.13E-04,2.13E-04,2.13E-04,2.13E-04,0.187446809,0.017234043,2.13E-04,2.13E-04,0.004468085,2.13E-04,2.13E-04,2.13E-04,2.13E-04,2.13E-04,2.13E-04,2.13E-04,2.13E-04,2.13E-04,2.13E-04,2.13E-04,2.13E-04,2.13E-04,0.004468085,0.004468085,2.13E-04,2.13E-04,2.13E-04,2.13E-04,2.13E-04,2.13E-04,2.13E-04,2.13E-04,2.13E-04,2.13E-04,2.13E-04,0.034255319,2.13E-04,2.13E-04,0.251276596,2.13E-04,2.13E-04,2.13E-04,2.13E-04,2.13E-04,2.13E-04
13,2599,2.15E-04,2.15E-04,2.15E-04,2.15E-04,2.15E-04,2.15E-04,0.008798283,0.077467811,2.15E-04,2.15E-04,2.15E-04,2.15E-04,0.02167382,2.15E-04,2.15E-04,2.15E-04,2.15E-04,2.15E-04,2.15E-04,2.15E-04,2.15E-04,2.15E-04,2.15E-04,2.15E-04,2.15E-04,2.15E-04,0.056008584,2.15E-04,0.004506438,2.15E-04,2.15E-04,2.15E-04,2.15E-04,0.004506438,2.15E-04,2.15E-04,2.15E-04,2.15E-04,2.15E-04,0.030257511,0.004506438,2.15E-04,2.15E-04,0.004506438,2.15E-04,2.15E-04,2.15E-04,0.038841202,2.15E-04,2.15E-04,2.15E-04,2.15E-04,2.15E-04,2.15E-04,2.15E-04,2.15E-04,2.15E-04,2.15E-04,0.004506438,2.15E-04,2.15E-04,2.15E-04,2.15E-04,2.15E-04,0.06888412,2.15E-04,2.15E-04,2.15E-04,2.15E-04,2.15E-04,2.15E-04,2.15E-04,2.15E-04,2.15E-04,2.15E-04,2.15E-04,2.15E-04,2.15E-04,0.090343348,2.15E-04,2.15E-04,0.017381974,2.15E-04,0.034549356,2.15E-04,2.15E-04,2.15E-04,2.15E-04,2.15E-04,0.004506438,0.073175966,2.15E-04,0.103218884,0.06888412,2.15E-04,0.137553648,0.120386266,0.008798283,2.15E-04,2.15E-04
