,userID,movieID,prediction
0,1,1836,4.975030899047852
1,1,1,4.997870922088623
2,1,1962,4.968061923980713
3,1,1029,4.848166465759277
4,1,2028,4.941583633422852
5,1,1961,4.990083694458008
6,1,2355,4.949738502502441
7,1,2797,4.91521692276001
8,1,1270,4.984954357147217
9,1,380,4.8199968338012695
10,1,1103,4.962151527404785
11,1,902,4.79209566116333
12,1,3421,4.884387969970703
13,1,3527,4.917306423187256
14,1,194,4.738728046417236
15,1,321,4.792193412780762
16,1,36,4.727783679962158
17,1,2390,4.923821449279785
18,1,1554,4.718785762786865
19,1,3682,4.784948348999023
20,1,861,4.744173526763916
21,1,476,4.796874523162842
22,1,3252,4.824387550354004
23,1,1678,4.872275352478027
24,1,1310,4.7527079582214355
25,1,520,4.832101345062256
26,1,1129,4.805460453033447
27,1,2033,4.7720208168029785
28,1,2047,4.738053321838379
29,1,539,4.7242112159729
30,1,1254,4.931127071380615
31,1,3629,4.943456649780273
32,1,180,4.717751502990723
33,1,904,4.824442386627197
34,1,1563,4.77375602722168
35,1,3146,4.840539932250977
36,1,2639,4.934476375579834
37,1,1702,4.957732677459717
38,1,2377,4.729485988616943
39,1,247,4.911534786224365
40,1,340,4.825072765350342
41,1,2422,4.850539207458496
42,1,2404,4.9241204261779785
43,1,1033,4.740828037261963
44,1,485,4.731449604034424
45,1,1275,4.829639434814453
46,1,2085,4.801320552825928
47,1,2860,4.921814918518066
48,1,3210,4.850248336791992
49,1,1754,4.949253559112549
50,1,3120,4.941435813903809
51,1,256,4.838265419006348
52,1,951,4.763912200927734
53,1,1199,4.8307905197143555
54,1,467,4.762290000915527
55,1,499,4.9801344871521
56,1,1285,4.797425746917725
57,1,2558,4.731741905212402
58,1,719,4.916449069976807
59,1,3423,4.831454277038574
60,1,1457,4.87626314163208
61,1,252,4.717057704925537
62,1,413,4.771777153015137
63,1,195,4.821842193603516
64,1,2550,4.902379035949707
65,1,334,4.9163336753845215
66,1,1300,4.836884498596191
67,1,2650,4.787278175354004
68,1,3546,4.852186679840088
69,1,863,4.869457244873047
70,1,1964,4.74716854095459
71,1,2415,4.762913703918457
72,1,287,4.893067359924316
73,1,489,4.772369384765625
74,1,492,4.768702983856201
75,1,2738,4.868546009063721
76,1,54,4.8272881507873535
77,1,23,4.722884178161621
78,1,427,4.959503650665283
79,1,242,4.722700119018555
80,1,3464,4.96101188659668
81,1,611,4.842251777648926
82,1,1522,4.723041534423828
83,1,718,4.870535850524902
84,1,3797,4.771814346313477
85,1,3663,4.9369330406188965
86,1,1951,4.828579902648926
87,1,1241,4.763769149780273
88,1,978,4.768071174621582
89,1,3882,4.835265159606934
90,1,3190,4.923401355743408
91,1,132,4.889032363891602
92,1,464,4.873569488525391
93,1,711,4.9413228034973145
94,1,2771,4.771641731262207
95,1,84,4.8048248291015625
96,1,69,4.878418922424316
97,1,3299,4.777245998382568
98,1,3453,4.755963325500488
99,1,1605,4.796545028686523
100,2,150,4.89100980758667
101,2,235,4.894279956817627
102,2,2571,4.954236030578613
103,2,2717,4.828245162963867
104,2,1198,4.953073501586914
105,2,2427,4.726768970489502
106,2,3334,4.934907913208008
107,2,1090,4.872619152069092
108,2,356,4.954927444458008
109,2,318,4.937532424926758
110,2,2067,4.846680164337158
111,2,3030,4.909754276275635
112,2,1687,4.948597431182861
113,2,648,4.868117332458496
114,2,1537,4.708885669708252
115,2,2858,4.812011241912842
116,2,1945,4.752470016479492
117,2,2490,4.92771053314209
118,2,2617,4.864261627197266
119,2,3671,4.783443927764893
120,2,3421,4.8502197265625
121,2,2167,4.720130920410156
122,2,1729,4.749598979949951
123,2,1730,4.774710655212402
124,2,2390,4.935075759887695
125,2,412,4.885228157043457
126,2,3565,4.743877410888672
127,2,476,4.745205879211426
128,2,2946,4.75627326965332
129,2,3099,4.8715362548828125
130,2,1104,4.730586051940918
131,2,2015,4.865400314331055
132,2,7,4.848015785217285
133,2,153,4.787179470062256
134,2,3439,4.735725402832031
135,2,3363,4.931410312652588
136,2,3629,4.931412696838379
137,2,3701,4.85824728012085
138,2,3489,4.913846492767334
139,2,441,4.840770244598389
140,2,216,4.726656436920166
141,2,1303,4.882017135620117
142,2,1702,4.7173309326171875
143,2,2391,4.752115249633789
144,2,2369,4.776027679443359
145,2,2629,4.789109706878662
146,2,2377,4.748274803161621
147,2,340,4.8100481033325195
148,2,3705,4.772303104400635
149,2,2860,4.949572563171387
150,2,1407,4.9191741943359375
151,2,2633,4.8857011795043945
152,2,2646,4.833982944488525
153,2,3268,4.752201080322266
154,2,1754,4.970557689666748
155,2,3120,4.731409072875977
156,2,2671,4.877405643463135
157,2,3505,4.8513641357421875
158,2,1057,4.880334854125977
159,2,467,4.887441635131836
160,2,499,4.789736747741699
161,2,2459,4.779121398925781
162,2,673,4.8606276512146
163,2,3599,4.898218154907227
164,2,1300,4.757699012756348
165,2,3110,4.729195594787598
166,2,863,4.868834495544434
167,2,2540,4.8611555099487305
168,2,3706,4.705258846282959
169,2,3643,4.781283855438232
170,2,2816,4.766063213348389
171,2,489,4.815701961517334
172,2,1752,4.702184200286865
173,2,3390,4.964270114898682
174,2,3553,4.812126636505127
175,2,3478,4.706576347351074
176,2,3464,4.881129741668701
177,2,436,4.87424898147583
178,2,2851,4.803767681121826
179,2,1290,4.727886199951172
180,2,3049,4.869758605957031
181,2,3820,4.742179870605469
182,2,1951,4.824262619018555
183,2,3201,4.816007614135742
184,2,3784,4.814521312713623
185,2,3190,4.780292987823486
186,2,2069,4.896780014038086
187,2,2290,4.847433567047119
188,2,132,4.849647521972656
189,2,1904,4.775576114654541
190,2,238,4.717164039611816
191,2,87,4.722006797790527
192,2,711,4.897108554840088
193,2,1489,4.733397483825684
194,2,3400,4.7241411209106445
195,2,417,4.904388904571533
196,2,2519,4.945485591888428
197,2,2880,4.8299031257629395
198,2,2818,4.860400676727295
199,2,936,4.775963306427002
200,3,1207,4.885697364807129
201,3,2018,4.730504989624023
202,3,593,4.8839850425720215
203,3,1552,4.8997368812561035
204,3,590,4.928657054901123
205,3,480,4.986027717590332
206,3,2194,4.766115665435791
207,3,2858,4.959263801574707
208,3,1378,4.989624977111816
209,3,3552,4.951925754547119
210,3,3168,4.973206996917725
211,3,3421,4.994107246398926
212,3,194,4.875560283660889
213,3,2390,4.887248992919922
214,3,2683,4.907905578613281
215,3,2721,4.747233867645264
216,3,2600,4.779048442840576
217,3,4,4.873998165130615
218,3,524,4.820234298706055
219,3,1840,4.83318567276001
220,3,520,4.94464111328125
221,3,1129,4.927523612976074
222,3,1204,4.821554660797119
223,3,2005,4.823507308959961
224,3,1203,4.897167682647705
225,3,3099,4.948940753936768
226,3,2193,4.877415657043457
227,3,2033,4.929835319519043
228,3,2015,4.83871603012085
229,3,1257,4.786062240600586
230,3,3629,4.969391345977783
231,3,3146,4.962054252624512
232,3,1546,4.729222774505615
233,3,85,4.741621017456055
234,3,342,4.788211345672607
235,3,1619,4.881211280822754
236,3,160,4.910578727722168
237,3,3798,4.820623397827148
238,3,532,4.85682487487793
239,3,493,4.8448872566223145
240,3,2085,4.890925407409668
241,3,2860,4.902835369110107
242,3,420,4.898743629455566
243,3,2478,4.835935592651367
244,3,1754,4.7173943519592285
245,3,3120,4.889410018920898
246,3,2671,4.836410999298096
247,3,951,4.911159992218018
248,3,45,4.797228813171387
249,3,1313,4.8626298904418945
250,3,911,4.725445747375488
251,3,1057,4.730062961578369
252,3,499,4.799490451812744
253,3,2459,4.92117977142334
254,3,673,4.76592493057251
255,3,424,4.757762908935547
256,3,2906,4.7554426193237305
257,3,334,4.793704032897949
258,3,3949,4.823221683502197
259,3,3159,4.894586563110352
260,3,3599,4.95095682144165
261,3,3018,4.718238353729248
262,3,1295,4.790111541748047
263,3,907,4.776869297027588
264,3,2088,4.865405082702637
265,3,1964,4.779158592224121
266,3,3567,4.832735538482666
267,3,507,4.742913722991943
268,3,1616,4.744339942932129
269,3,178,4.847474575042725
270,3,3628,4.744701385498047
271,3,3771,4.801823139190674
272,3,2461,4.937758922576904
273,3,287,4.743349552154541
274,3,2443,4.724470615386963
275,3,218,4.8610029220581055
276,3,1973,4.780087947845459
277,3,3926,4.871473789215088
278,3,1752,4.760436058044434
279,3,3390,4.837433815002441
280,3,3553,4.757598400115967
281,3,242,4.724807262420654
282,3,3464,4.802669048309326
283,3,3393,4.821733474731445
